,date,user_loc,followers,friends,message,tokens,no,predictions
88,2/19/2019 11:14,USA,3136,2280,tuesday pray the sorrowful mysteries of the holy rosary  1⃣ agony in the garden 2⃣ scourging at the pillar 3⃣ c… ,"['tuesday', 'pray', 'sorrowful', 'mysteries', 'holy', 'rosary', '1⃣', 'agony', 'garden', '2⃣', 'scourging', 'pillar', '3⃣', 'c…']","['pray', 'sorrowful', 'mysteries', 'holy', 'rosary', '1⃣', 'agony', 'garden', '2⃣', 'scourging', 'pillar', '3⃣', 'c…']",0
89,2/19/2019 11:14,United States,1868,2082,they are great and will make it love their voices. thank you for always making my morning coffee so much fun and… ,"['great', 'make', 'love', 'voices', 'thank', 'always', 'making', 'morning', 'coffee', 'much', 'fun', 'and…']","['great', 'make', 'love', 'voices', 'thank', 'always', 'making', 'morning', 'coffee', 'much', 'fun', 'and…']",4
90,2/19/2019 11:14,"Bristol, England",80,4,  time for a springclean get in touch today 0208 367 8444 or email info ,"['time', 'springclean', 'get', 'touch', 'today', '0208', '367', '8444', 'email', 'info']","['time', 'springclean', 'get', 'touch', 'today', '0208', '367', '8444', 'email', 'info']",4
91,2/19/2019 11:14,,5810,5041,. one small positive thought in the morning can change the entire outcome of your day… ,"['one', 'small', 'positive', 'thought', 'morning', 'change', 'entire', 'outcome', 'day…']","['one', 'small', 'positive', 'thought', 'morning', 'change', 'entire', 'outcome', 'day…']",4
92,2/19/2019 11:14,"Scotland, UK",1109,989,what the world needs now is love sweet love  cue for a song and showing my age … ,"['world', 'needs', 'love', 'sweet', 'love', 'cue', 'song', 'showing', 'age', '…']","['world', 'needs', 'love', 'sweet', 'love', 'cue', 'song', 'showing', 'age']",4
93,2/19/2019 11:14,,0,1,pls  amazon india coupon code  taheemrajat web:  fb:… ,"['pls', 'amazon', 'india', 'coupon', 'code', 'taheemrajat', 'web', 'fb…']","['pls', 'amazon', 'india', 'coupon', 'code', 'taheemrajat', 'web', 'fb…']",4
94,2/19/2019 11:14,Puerto Rico,1639,1340,get these 5 bible studies that will change your life free tuesdaythoughts ,"['get', '5', 'bible', 'studies', 'change', 'life', 'free', 'tuesdaythoughts']","['get', '5', 'bible', 'studies', 'change', 'life', 'free']",0
95,2/19/2019 11:14,Sheffield,291,579,thinking of what to do this weekend? why not come to  in sheffield to see  with support fr… ,"['thinking', 'weekend', 'come', 'sheffield', 'see', 'support', 'fr…']","['thinking', 'weekend', 'come', 'sheffield', 'see', 'support', 'fr…']",0
96,2/19/2019 11:14,"Lagos, Nigeria",1,6,quality is never an accident. it is always the result of intelligent effort. training tuesdaythoughts tuesdaymotivation,"['quality', 'never', 'accident', 'always', 'result', 'intelligent', 'effort', 'training', 'tuesdaythoughts', 'tuesdaymotivation']","['quality', 'never', 'accident', 'always', 'result', 'intelligent', 'effort', 'training', 'tuesdaymotivation']",0
97,2/19/2019 11:14,"Nairobi, Kenya",7249,1221,"before you plant that first seed, take the time (lots and lots of time) to figure out where you’re going to sell yo… ","['plant', 'first', 'seed', 'take', 'time', 'lots', 'lots', 'time', 'figure', 'you’re', 'going', 'sell', 'yo…']","['plant', 'first', 'seed', 'take', 'time', 'lots', 'lots', 'time', 'figure', 'you’re', 'going', 'sell', 'yo…']",4
98,2/19/2019 11:14,Salford,1666,754,"it's not quite bbq weather yet here in salford, but even a short walk to the shop or to the park can have a positiv… ","['quite', 'bbq', 'weather', 'yet', 'salford', 'even', 'short', 'walk', 'shop', 'park', 'positiv…']","['quite', 'bbq', 'weather', 'yet', 'salford', 'even', 'short', 'walk', 'shop', 'park', 'positiv…']",4
99,2/19/2019 11:15,"barnard castle, county.durham",494,227,2 course lunches £10 tues  saturday lunchtime tuesdaythoughts tuesdaymotivation lunch lunchtime countryside… ,"['2', 'course', 'lunches', '£10', 'tues', 'saturday', 'lunchtime', 'tuesdaythoughts', 'tuesdaymotivation', 'lunch', 'lunchtime', 'countryside…']","['2', 'course', 'lunches', '£10', 'tues', 'saturday', 'lunchtime', 'tuesdaymotivation', 'lunch', 'lunchtime', 'countryside…']",0
100,2/19/2019 11:15,"London, UK & Europe",1912,1417,interested in becoming a peerreviewer? get in touch to join our innovations team tuesdaythoughts… ,"['interested', 'becoming', 'peerreviewer', 'get', 'touch', 'join', 'innovations', 'team', 'tuesdaythoughts…']","['interested', 'becoming', 'peerreviewer', 'get', 'touch', 'join', 'innovations', 'team', 'tuesdaythoughts…']",4
101,2/19/2019 11:15,"Virginia, USA",41,26,the right mindset will take you further than a nice car tuesdaythoughts,"['right', 'mindset', 'take', 'nice', 'car', 'tuesdaythoughts']","['right', 'mindset', 'take', 'nice', 'car']",0
102,2/19/2019 11:15,,5760,2323,looking for an exclusive network for healthcare professionals? join our linkedin group tuesdaythoughts ,"['looking', 'exclusive', 'network', 'healthcare', 'professionals', 'join', 'linkedin', 'group', 'tuesdaythoughts']","['looking', 'exclusive', 'network', 'healthcare', 'professionals', 'join', 'linkedin', 'group']",0
103,2/19/2019 11:15,United Kingdom,4493,1285,fancy watching some hematology video content? subscribe to our emj channel tuesdaythoughts… ,"['fancy', 'watching', 'hematology', 'video', 'content', 'subscribe', 'emj', 'channel', 'tuesdaythoughts…']","['fancy', 'watching', 'hematology', 'video', 'content', 'subscribe', 'emj', 'channel', 'tuesdaythoughts…']",4
104,2/19/2019 11:15,"Hull, England",7,9,"it's tuesday takeaway  you can find our menu over on our website, call 01482 228998 to order. takeaway… ","['tuesday', 'takeaway', 'find', 'menu', 'website', 'call', '01482', '228998', 'order', 'takeaway…']","['takeaway', 'find', 'menu', 'website', 'call', '01482', '228998', 'order', 'takeaway…']",0
105,2/19/2019 11:15,,2909,267,"the nature has enormous shades to showcase. to embrace the tones of weather with the hues of your style , we sug… ","['nature', 'enormous', 'shades', 'showcase', 'embrace', 'tones', 'weather', 'hues', 'style', 'sug…']","['nature', 'enormous', 'shades', 'showcase', 'embrace', 'tones', 'weather', 'hues', 'style', 'sug…']",0
106,2/19/2019 11:15,"Hertford, UK",196,342,🧡 takes two to mango 🧡 mango getyourmangoon khanum tuesdaythoughts tuesdaytips enjoy this with someone speci… ,"['🧡', 'takes', 'two', 'mango', '🧡', 'mango', 'getyourmangoon', 'khanum', 'tuesdaythoughts', 'tuesdaytips', 'enjoy', 'someone', 'speci…']","['🧡', 'takes', 'two', 'mango', '🧡', 'mango', 'getyourmangoon', 'khanum', 'tuesdaytips', 'enjoy', 'someone', 'speci…']",0
107,2/19/2019 11:15,,535,424,connect the dots  jussiesmolletthoax tuesdaythoughts ,"['connect', 'dots', 'jussiesmolletthoax', 'tuesdaythoughts']","['connect', 'dots', 'jussiesmolletthoax']",0
108,2/19/2019 11:15,THE EMERALD ISLE,0,0,i got my birthday wrong on twitter how can i change it anyone? i looked in settings already.… ,"['got', 'birthday', 'wrong', 'twitter', 'change', 'anyone', 'looked', 'settings', 'already…']","['got', 'birthday', 'wrong', 'twitter', 'change', 'anyone', 'looked', 'settings', 'already…']",0
109,2/19/2019 11:15,"London, England",127,930,"we all picture the perfect halfterm, does this represent anyone's half term week already? staycalm, the sun is s… ","['picture', 'perfect', 'halfterm', 'represent', 'anyones', 'half', 'term', 'week', 'already', 'staycalm', 'sun', 's…']","['picture', 'perfect', 'halfterm', 'represent', 'anyones', 'half', 'term', 'week', 'already', 'staycalm', 'sun', 's…']",4
110,2/19/2019 11:15,,127,0,everyone deserves to stan loona tuesdaythoughts ,"['everyone', 'deserves', 'stan', 'loona', 'tuesdaythoughts']","['everyone', 'deserves', 'stan', 'loona']",0
111,2/19/2019 11:15,,157,1300,      should donkeys now stop being exploited in santorini? keep… ,"['donkeys', 'stop', 'exploited', 'santorini', 'keep…']","['donkeys', 'stop', 'exploited', 'santorini', 'keep…']",4
112,2/19/2019 11:15,Bedford,233,506,"tuesdaythoughts ""if your brother is going to steal your hen, save your honor and give it to him first."" ","['tuesdaythoughts', 'brother', 'going', 'steal', 'hen', 'save', 'honor', 'give', 'first']","['brother', 'going', 'steal', 'hen', 'save', 'honor', 'give', 'first']",0
113,2/19/2019 11:15,"Naogaon, Bangladesh",860,4956,my new logo desing how is it? looking fora logo branding corporate identy? contact me:… ,"['new', 'logo', 'desing', 'looking', 'fora', 'logo', 'branding', 'corporate', 'identy', 'contact', 'me…']","['new', 'logo', 'desing', 'looking', 'fora', 'logo', 'branding', 'corporate', 'identy', 'contact', 'me…']",4
114,2/19/2019 11:15,"Austin, TX",346,1459,the best thing about meet the press is katy turr,"['best', 'thing', 'meet', 'press', 'katy', 'turr']","['best', 'thing', 'meet', 'press', 'katy', 'turr']",4
115,2/19/2019 11:15,India,2037,84,tap on the link below and experience the online transactions with voicecommand talk to niki now ai… ,"['tap', 'link', 'experience', 'online', 'transactions', 'voicecommand', 'talk', 'niki', 'ai…']","['tap', 'link', 'experience', 'online', 'transactions', 'voicecommand', 'talk', 'niki', 'ai…']",0
116,2/19/2019 11:15,South of England,4922,584,on a recent visit to  we spotted these amazing floating snowdrops in the trees. which got us thinki… ,"['recent', 'visit', 'spotted', 'amazing', 'floating', 'snowdrops', 'trees', 'got', 'us', 'thinki…']","['recent', 'visit', 'spotted', 'amazing', 'floating', 'snowdrops', 'trees', 'got', 'us', 'thinki…']",4
117,2/19/2019 11:15,"Lagos, Nigeria",654,1440,"while it is essential to have thorough knowledge of all aspect of your business, you can't be an expert in it all.… ","['essential', 'thorough', 'knowledge', 'aspect', 'business', 'cant', 'expert', 'all…']","['essential', 'thorough', 'knowledge', 'aspect', 'business', 'cant', 'expert', 'all…']",4
118,2/19/2019 11:15,Lagos,1751,1848,linda ikeji shades laura's dress sense on instagram  snatchatyouownrisk… ,"['linda', 'ikeji', 'shades', 'lauras', 'dress', 'sense', 'instagram', 'snatchatyouownrisk…']","['linda', 'ikeji', 'shades', 'lauras', 'dress', 'sense', 'instagram', 'snatchatyouownrisk…']",4
119,2/19/2019 11:15,,359,178,"tuesdaythoughts of the most beautiful, genuine, classy ashleyjones a modern day audreyhepburn ","['tuesdaythoughts', 'beautiful', 'genuine', 'classy', 'ashleyjones', 'modern', 'day', 'audreyhepburn']","['beautiful', 'genuine', 'classy', 'ashleyjones', 'modern', 'day', 'audreyhepburn']",0
120,2/19/2019 11:15,"Tyler, TX",400,642,a little tuesday morning motivation tune in  themorningloop tuesdaythoughts,"['little', 'tuesday', 'morning', 'motivation', 'tune', 'themorningloop', 'tuesdaythoughts']","['little', 'morning', 'motivation', 'tune', 'themorningloop']",4
121,2/19/2019 11:15,,80,32,no. he is trying to be the newgandhi as if 1 was not enough.  tuesdaythoughts pulwamaterrorattacks… ,"['trying', 'newgandhi', '1', 'enough', 'tuesdaythoughts', 'pulwamaterrorattacks…']","['trying', 'newgandhi', '1', 'enough', 'pulwamaterrorattacks…']",0
122,2/19/2019 11:15,Where da pussy is,1,3,tuesdaythoughts it's so sad how pewdiepie might be surpassed in subs by tseries today,"['tuesdaythoughts', 'sad', 'pewdiepie', 'might', 'surpassed', 'subs', 'tseries', 'today']","['sad', 'pewdiepie', 'might', 'surpassed', 'subs', 'tseries', 'today']",0
123,2/19/2019 11:16,"North West, England",1249,3950," hilarious gag for wine lovers it's both a glass, and it's own bottle our unique vessel lets you enjoy an entire… ","['hilarious', 'gag', 'wine', 'lovers', 'glass', 'bottle', 'unique', 'vessel', 'lets', 'enjoy', 'entire…']","['hilarious', 'gag', 'wine', 'lovers', 'glass', 'bottle', 'unique', 'vessel', 'lets', 'enjoy', 'entire…']",4
124,2/19/2019 11:16,"Nairobi, Kenya",675,1124,u don't need to be beautiful u don't need to be charming u don't need to be good looking u don't need to be smart u… ,"['u', 'dont', 'need', 'beautiful', 'u', 'dont', 'need', 'charming', 'u', 'dont', 'need', 'good', 'looking', 'u', 'dont', 'need', 'smart', 'u…']","['u', 'dont', 'need', 'beautiful', 'u', 'dont', 'need', 'charming', 'u', 'dont', 'need', 'good', 'looking', 'u', 'dont', 'need', 'smart', 'u…']",4
125,2/19/2019 11:16,Earth,479,467,"tuesdaythoughts the sky is up and the land is down, without the land there'll be nothing for the sky to cover and… ","['tuesdaythoughts', 'sky', 'land', 'without', 'land', 'therell', 'nothing', 'sky', 'cover', 'and…']","['sky', 'land', 'without', 'land', 'therell', 'nothing', 'sky', 'cover', 'and…']",4
126,2/19/2019 11:16,"Osogbo, Nigeria",198,121,"energy available from the sun is inexhaustible and environmental friendly. therefore, the solar energy technologie… ","['energy', 'available', 'sun', 'inexhaustible', 'environmental', 'friendly', 'therefore', 'solar', 'energy', 'technologie…']","['energy', 'available', 'sun', 'inexhaustible', 'environmental', 'friendly', 'therefore', 'solar', 'energy', 'technologie…']",4
127,2/19/2019 11:16,"Ohio, USA and the World.",10278,10600,"i used to own a vw van just like this one a very long time ago. it never ran, but it was glorious. … ","['used', 'vw', 'van', 'like', 'one', 'long', 'time', 'ago', 'never', 'ran', 'glorious', '…']","['used', 'vw', 'van', 'like', 'one', 'long', 'time', 'ago', 'never', 'ran', 'glorious']",0
128,2/19/2019 11:16,"New Orleans, USA",230,614,"if its not about progress or constructive movement, then please read my lips: not interested tuesdaythoughts… ","['progress', 'constructive', 'movement', 'please', 'read', 'lips', 'interested', 'tuesdaythoughts…']","['progress', 'constructive', 'movement', 'please', 'read', 'lips', 'interested', 'tuesdaythoughts…']",4
129,2/19/2019 11:16,"Lagos, nigeria",723,829,"in a matter of time we are not going to have the resources needed to take care of this country. ""nigeria""… ","['matter', 'time', 'going', 'resources', 'needed', 'take', 'care', 'country', 'nigeria…']","['matter', 'time', 'going', 'resources', 'needed', 'take', 'care', 'country', 'nigeria…']",0
130,2/19/2019 11:16,"Nottingham, England",886,72,"nice to have been a part of this podcast, if you want to listen to 30 mins of chat about ecommerce seo, here's your… ","['nice', 'part', 'podcast', 'want', 'listen', '30', 'mins', 'chat', 'ecommerce', 'seo', 'heres', 'your…']","['nice', 'part', 'podcast', 'want', 'listen', '30', 'mins', 'chat', 'ecommerce', 'seo', 'heres', 'your…']",0
131,2/19/2019 11:16,UK,9749,7826,"this week on the cvmblog  talks about how we can be present, be prayerful, be … ","['week', 'cvmblog', 'talks', 'present', 'prayerful', '…']","['week', 'cvmblog', 'talks', 'present', 'prayerful']",0
132,2/19/2019 11:16,,0,1,pls  20% off on first order: new20  taheemrajat web:  fb:… ,"['pls', '20', 'first', 'order', 'new20', 'taheemrajat', 'web', 'fb…']","['pls', '20', 'first', 'order', 'new20', 'taheemrajat', 'web', 'fb…']",0
133,2/19/2019 11:16,"Sturgis, MI",70,115,the apple doesn’t fall far from the tree. tuesdaythoughts haveaniceday,"['apple', 'doesn’t', 'fall', 'far', 'tree', 'tuesdaythoughts', 'haveaniceday']","['apple', 'doesn’t', 'fall', 'far', 'tree', 'haveaniceday']",0
134,2/19/2019 11:16,"Accra, Ghana",945,105,"persistence can turn failure into extraordinary achievement."" happy tuesday mfarighana ghana… ","['persistence', 'turn', 'failure', 'extraordinary', 'achievement', 'happy', 'tuesday', 'mfarighana', 'ghana…']","['persistence', 'turn', 'failure', 'extraordinary', 'achievement', 'happy', 'mfarighana', 'ghana…']",4
135,2/19/2019 11:16,,4017,4092,gop people who used to stand shoulder to shoulder fighting for what is right for america now are lapdogs to a mob b… ,"['gop', 'people', 'used', 'stand', 'shoulder', 'shoulder', 'fighting', 'right', 'america', 'lapdogs', 'mob', 'b…']","['gop', 'people', 'used', 'stand', 'shoulder', 'shoulder', 'fighting', 'right', 'america', 'lapdogs', 'mob', 'b…']",0
136,2/19/2019 11:16,out there in the universe,69,247,tuesdaythoughts run bts today,"['tuesdaythoughts', 'run', 'bts', 'today']","['run', 'bts', 'today']",0
137,2/19/2019 11:16,"Washington State, USA",2424,1770,tuesdaythoughts looking forward to these road trips when warmer weather arrives ,"['tuesdaythoughts', 'looking', 'forward', 'road', 'trips', 'warmer', 'weather', 'arrives']","['looking', 'forward', 'road', 'trips', 'warmer', 'weather', 'arrives']",4
138,2/19/2019 11:16,"Virginia, USA",149,86,this is why you need to make sure you have a supply of fresh books on hand. tuesdaythoughts ,"['need', 'make', 'sure', 'supply', 'fresh', 'books', 'hand', 'tuesdaythoughts']","['need', 'make', 'sure', 'supply', 'fresh', 'books', 'hand']",0
139,2/19/2019 11:16,"New Jersey, USA",1378,3752,everything is sweeter when you add a dash of love to it. tuesdaythoughts love coffee marriage ,"['everything', 'sweeter', 'add', 'dash', 'love', 'tuesdaythoughts', 'love', 'coffee', 'marriage']","['everything', 'sweeter', 'add', 'dash', 'love', 'love', 'coffee', 'marriage']",4
140,2/19/2019 11:16,www.annabellasescorts.com,3256,287,gorgeous cutie  petite yet naturally busty escort wants to ride your cock call 01908711821… ,"['gorgeous', 'cutie', 'petite', 'yet', 'naturally', 'busty', 'escort', 'wants', 'ride', 'cock', 'call', '01908711821…']","['gorgeous', 'cutie', 'petite', 'yet', 'naturally', 'busty', 'escort', 'wants', 'ride', 'cock', 'call', '01908711821…']",0
141,2/19/2019 11:16,United States,1501,2347,i want to believe you but i live in the united states of trump. it is the exact opposite here. resist… ,"['want', 'believe', 'live', 'united', 'states', 'trump', 'exact', 'opposite', 'resist…']","['want', 'believe', 'live', 'united', 'states', 'trump', 'exact', 'opposite', 'resist…']",4
142,2/19/2019 11:16,"Chittagong, Bangladesh",336,415,looking for product packaging design go link  packagingdesign packaging label… ,"['looking', 'product', 'packaging', 'design', 'go', 'link', 'packagingdesign', 'packaging', 'label…']","['looking', 'product', 'packaging', 'design', 'go', 'link', 'packagingdesign', 'packaging', 'label…']",4
143,2/19/2019 11:16,USA,6409,6608,"tuesdaythoughts dear  buildthatwall and build it tall , build it in honor of every dead american killed… ","['tuesdaythoughts', 'dear', 'buildthatwall', 'build', 'tall', 'build', 'honor', 'every', 'dead', 'american', 'killed…']","['dear', 'buildthatwall', 'build', 'tall', 'build', 'honor', 'every', 'dead', 'american', 'killed…']",0
144,2/19/2019 11:16,"Kent, UK",2961,800,ever suspected your hubby's ex wants you dead? tuesdaythoughts a gorgeous romantic comedy thriller from the be… ,"['ever', 'suspected', 'hubbys', 'ex', 'wants', 'dead', 'tuesdaythoughts', 'gorgeous', 'romantic', 'comedy', 'thriller', 'be…']","['ever', 'suspected', 'hubbys', 'ex', 'wants', 'dead', 'gorgeous', 'romantic', 'comedy', 'thriller', 'be…']",0
145,2/19/2019 11:16,Mombasa.,226,575,meanwhile de gea will be pocketing a freaking massive ksh.55million per week damn it he'll overtake pogba/sanch… ,"['meanwhile', 'de', 'gea', 'pocketing', 'freaking', 'massive', 'ksh55million', 'per', 'week', 'damn', 'hell', 'overtake', 'pogbasanch…']","['meanwhile', 'de', 'gea', 'pocketing', 'freaking', 'massive', 'ksh55million', 'per', 'week', 'damn', 'hell', 'overtake', 'pogbasanch…']",0
146,2/19/2019 11:16,"Florida, USA",76,521, that i have to mute famous people that i always admired because of their pure hatred for the president. i stopped… ,"['mute', 'famous', 'people', 'always', 'admired', 'pure', 'hatred', 'president', 'stopped…']","['mute', 'famous', 'people', 'always', 'admired', 'pure', 'hatred', 'president', 'stopped…']",0
147,2/19/2019 11:16,"Pune, India",62,97,alas if only fasting could prolong a life karvachauth lostpilots aeroshow aeroindia2019 suryakirans banglore… ,"['alas', 'fasting', 'could', 'prolong', 'life', 'karvachauth', 'lostpilots', 'aeroshow', 'aeroindia2019', 'suryakirans', 'banglore…']","['alas', 'fasting', 'could', 'prolong', 'life', 'karvachauth', 'lostpilots', 'aeroshow', 'aeroindia2019', 'suryakirans', 'banglore…']",0
148,2/19/2019 11:16,"Lagos, nigeria",723,829,"in a matter of time we are not going to have the resources needed to take care of this country. ""nigeria""… ","['matter', 'time', 'going', 'resources', 'needed', 'take', 'care', 'country', 'nigeria…']","['matter', 'time', 'going', 'resources', 'needed', 'take', 'care', 'country', 'nigeria…']",0
149,2/19/2019 11:16,Living in Portugal,2160,1673,"stop making excuses for toxic people. you can not put a flower in an asshole and call it a vase""… ","['stop', 'making', 'excuses', 'toxic', 'people', 'put', 'flower', 'asshole', 'call', 'vase…']","['stop', 'making', 'excuses', 'toxic', 'people', 'put', 'flower', 'asshole', 'call', 'vase…']",0
150,2/19/2019 11:16,United Kingdom,226,324,i havestyleandadisability . my blog is  disability fashion tuesdaymotivation… ,"['havestyleandadisability', 'blog', 'disability', 'fashion', 'tuesdaymotivation…']","['havestyleandadisability', 'blog', 'disability', 'fashion', 'tuesdaymotivation…']",4
151,2/19/2019 11:17,England,40639,44066,lunch lifestories part 2 decision making at 600mph sir ian ferguson raf fighter pilot tells us tuesdaythoughts… ,"['lunch', 'lifestories', 'part', '2', 'decision', 'making', '600mph', 'sir', 'ian', 'ferguson', 'raf', 'fighter', 'pilot', 'tells', 'us', 'tuesdaythoughts…']","['lunch', 'lifestories', 'part', '2', 'decision', 'making', '600mph', 'sir', 'ian', 'ferguson', 'raf', 'fighter', 'pilot', 'tells', 'us', 'tuesdaythoughts…']",4
152,2/19/2019 11:17,Nigeria,557,151,nowplaying   guccimaneftlilskiesmadrussian.mp3 on unilagmusic with  &gt;&gt;… ,"['nowplaying', 'guccimaneftlilskiesmadrussianmp3', 'unilagmusic', 'gtgt…']","['nowplaying', 'guccimaneftlilskiesmadrussianmp3', 'unilagmusic', 'gtgt…']",0
153,2/19/2019 11:17,Where u've never been,689,640,"so kepa is second choice to de gea in spain, and caballero is second choice to romero in argentina. wow second h… ","['kepa', 'second', 'choice', 'de', 'gea', 'spain', 'caballero', 'second', 'choice', 'romero', 'argentina', 'wow', 'second', 'h…']","['kepa', 'second', 'choice', 'de', 'gea', 'spain', 'caballero', 'second', 'choice', 'romero', 'argentina', 'wow', 'second', 'h…']",0
154,2/19/2019 11:17,"Bangalore, India",530,366,the body is a vehicle for doing what the mind says can be done  anon,"['body', 'vehicle', 'mind', 'says', 'done', 'anon']","['body', 'vehicle', 'mind', 'says', 'done', 'anon']",0
155,2/19/2019 11:17,Worldwide,2745,4993,when you’re totally in sync  tuesdaythoughts ,"['you’re', 'totally', 'sync', 'tuesdaythoughts']","['you’re', 'totally', 'sync']",0
156,2/19/2019 11:17,IOWA,49,98,"god plans are better then anything we could ever come up with,so trust in god. tuesdaythoughts tuesdaymotivation","['god', 'plans', 'better', 'anything', 'could', 'ever', 'come', 'withso', 'trust', 'god', 'tuesdaythoughts', 'tuesdaymotivation']","['god', 'plans', 'better', 'anything', 'could', 'ever', 'come', 'withso', 'trust', 'god', 'tuesdaymotivation']",0
157,2/19/2019 11:17,"Brighton, England",779,677,hello my angels  your daily tarot reading for tuesday 19 february is out now   have a gre… ,"['hello', 'angels', 'daily', 'tarot', 'reading', 'tuesday', '19', 'february', 'gre…']","['hello', 'angels', 'daily', 'tarot', 'reading', '19', 'february', 'gre…']",0
158,2/19/2019 11:17,,123,206,facts tuesdaythoughts ,"['facts', 'tuesdaythoughts']",['facts'],4
159,2/19/2019 11:17,,5576,5186,"i saw a cobweb, eye floaters and a hippy? what do you see? tuesdaymotivation tuesdaythoughts trump… ","['saw', 'cobweb', 'eye', 'floaters', 'hippy', 'see', 'tuesdaymotivation', 'tuesdaythoughts', 'trump…']","['saw', 'cobweb', 'eye', 'floaters', 'hippy', 'see', 'tuesdaymotivation', 'trump…']",0
160,2/19/2019 11:17,England,40639,44066,lunch lifestories part 2 decision making at 600mph sir ian ferguson raf fighter pilot tells us tuesdaythoughts… ,"['lunch', 'lifestories', 'part', '2', 'decision', 'making', '600mph', 'sir', 'ian', 'ferguson', 'raf', 'fighter', 'pilot', 'tells', 'us', 'tuesdaythoughts…']","['lunch', 'lifestories', 'part', '2', 'decision', 'making', '600mph', 'sir', 'ian', 'ferguson', 'raf', 'fighter', 'pilot', 'tells', 'us', 'tuesdaythoughts…']",4
161,2/19/2019 11:17,"Novi, MI",815,1376,take a second to think about how blessed you are. grateful blessed tuesdaythoughts ,"['take', 'second', 'think', 'blessed', 'grateful', 'blessed', 'tuesdaythoughts']","['take', 'second', 'think', 'blessed', 'grateful', 'blessed']",4
162,2/19/2019 11:17,"Miami, FL",3331,4682,good morning tuesday but first  coffee  tuesdaythoughts tuesdaycoffee ,"['good', 'morning', 'tuesday', 'first', 'coffee', 'tuesdaythoughts', 'tuesdaycoffee']","['good', 'morning', 'first', 'coffee', 'tuesdaycoffee']",4
163,2/19/2019 11:17,On The T Or In Outer Space,1859,700,ready to log another successful tuesday on the books? tuesdaythoughts tuesdaymotivation ,"['ready', 'log', 'another', 'successful', 'tuesday', 'books', 'tuesdaythoughts', 'tuesdaymotivation']","['ready', 'log', 'another', 'successful', 'books', 'tuesdaymotivation']",0
164,2/19/2019 11:17,,216,151,"yesterday i gave out free fixed match and people ignored, don't say i didn't give out this link. follow the link &amp;… ","['yesterday', 'gave', 'free', 'fixed', 'match', 'people', 'ignored', 'dont', 'say', 'didnt', 'give', 'link', 'follow', 'link', 'amp…']","['yesterday', 'gave', 'free', 'fixed', 'match', 'people', 'ignored', 'dont', 'say', 'didnt', 'give', 'link', 'follow', 'link', 'amp…']",0
165,2/19/2019 11:17,Highlands Of #Scotland ,1389,2618,sound on saskia watching as swans swim past and a boat sails on the nairn river towards the moray firth sea… ,"['sound', 'saskia', 'watching', 'swans', 'swim', 'past', 'boat', 'sails', 'nairn', 'river', 'towards', 'moray', 'firth', 'sea…']","['sound', 'saskia', 'watching', 'swans', 'swim', 'past', 'boat', 'sails', 'nairn', 'river', 'towards', 'moray', 'firth', 'sea…']",0
166,2/19/2019 11:17,"Midrand, South Africa",6168,5922,when you realize that to get a job you need experience and to get experience you need a job tuesdaythoughts ,"['realize', 'get', 'job', 'need', 'experience', 'get', 'experience', 'need', 'job', 'tuesdaythoughts']","['realize', 'get', 'job', 'need', 'experience', 'get', 'experience', 'need', 'job']",0
167,2/19/2019 11:17,"Lagos, Nigeria",477,679,"promo promo promo get your emirates flight ticket to dubai for just *₦274, 000* only. travel date is fro… ","['promo', 'promo', 'promo', 'get', 'emirates', 'flight', 'ticket', 'dubai', '₦274', '000', 'travel', 'date', 'fro…']","['promo', 'promo', 'promo', 'get', 'emirates', 'flight', 'ticket', 'dubai', '₦274', '000', 'travel', 'date', 'fro…']",4
168,2/19/2019 11:17,Nairobi,1741,4980,radioactivemixx terrifictuesday tuesdaythoughts tuesdaymotivation finepeoplefromkenya  let i… ,"['radioactivemixx', 'terrifictuesday', 'tuesdaythoughts', 'tuesdaymotivation', 'finepeoplefromkenya', 'let', 'i…']","['radioactivemixx', 'terrifictuesday', 'tuesdaymotivation', 'finepeoplefromkenya', 'let', 'i…']",0
169,2/19/2019 11:17,"Lagos, Nigeria",9427,434,started drawing on the floor as a kid in lagos. then started drawing comics. studied accounting. now this is wha… ,"['started', 'drawing', 'floor', 'kid', 'lagos', 'started', 'drawing', 'comics', 'studied', 'accounting', 'wha…']","['started', 'drawing', 'floor', 'kid', 'lagos', 'started', 'drawing', 'comics', 'studied', 'accounting', 'wha…']",4
170,2/19/2019 11:17,"Melbourne, Victoria",238,882,the best tuesdaythoughts are those that help us to be wiser people and i don't have any for you,"['best', 'tuesdaythoughts', 'help', 'us', 'wiser', 'people', 'dont']","['best', 'help', 'us', 'wiser', 'people', 'dont']",4
171,2/19/2019 11:17,,576,919,tuesdaythoughts still no apologies,"['tuesdaythoughts', 'still', 'apologies']","['still', 'apologies']",0
172,2/19/2019 11:17,"Mumbai, India",6280,221,nature is meant to change and so are you. so be happy in what you have. enjoy the life you're living and people yo… ,"['nature', 'meant', 'change', 'happy', 'enjoy', 'life', 'youre', 'living', 'people', 'yo…']","['nature', 'meant', 'change', 'happy', 'enjoy', 'life', 'youre', 'living', 'people', 'yo…']",4
